n,x,y,val,a1,a2
5704,55.779201,37.484162,7.618969478,9.329607339,7.618969478
5705,55.741878,37.796372,0.466528266,7.616249811,0.466528266
5706,55.850748,37.314469,1.143175521,3.474912953,1.143175521
5707,55.81486,37.437345,5.832347486,6.411629686,5.832347486
5708,55.774994,37.707252,3.867509789,9.673866347,3.867509789
5709,55.659556,37.354273,0.879836667,0.879836667,2.66216866
5710,55.742583,37.36785,3.180291709,7.673939994,3.180291709
5711,55.811925,37.303227,0.714160325,6.651800875,0.714160325
5712,55.778651,37.415809,5.010494501,9.374613864,5.010494501
5713,55.822142,37.339268,2.08955053,5.815743283,2.08955053
5714,55.792097,37.772177,1.389853535,8.27432705,1.389853535
5715,55.802514,37.458377,6.634966914,7.421903449,6.634966914
5716,55.691969,37.717653,3.470588684,3.532193986,3.470588684
5717,55.691144,37.388216,3.464684197,3.464684197,3.957495363
5718,55.726545,37.392426,4.118156631,6.361549697,4.118156631
5719,55.869902,37.642722,1.90754023,1.90754023,6.330092123
5720,55.686701,37.59064,3.101113298,3.101113298,8.317636104
5721,55.794438,37.313216,1.095358759,8.08276291,1.095358759
5722,55.747798,37.582811,8.10068369,8.10068369,8.616405004
5723,55.864571,37.311909,1.045481259,2.343776211,1.045481259
5724,55.747836,37.650149,6.046664275,8.103793232,6.046664275
5725,55.861414,37.462812,2.60211367,2.60211367,6.804214592
5726,55.866832,37.683533,2.158758475,2.158758475,4.77267003
5727,55.68591,37.518433,3.03638573,3.03638573,8.926813259
5728,55.788196,37.338268,2.051388709,8.593546064,2.051388709
5729,55.793823,37.37993,3.641286511,8.133088389,3.641286511
5730,55.808414,37.624946,6.93910617,6.93910617,7.00845666
5731,55.849042,37.343213,2.240098915,3.614515014,2.240098915
5732,55.72268,37.365523,3.091489151,6.045276565,3.091489151
5733,55.838964,37.579917,4.439198229,4.439198229,8.726845315
5734,55.726813,37.590451,6.38348015,6.38348015,8.324848688
5735,55.691303,37.481411,3.477695175,3.477695175,7.513986308
5736,55.67825,37.338766,2.070393296,2.409567569,2.070393296
5737,55.884446,37.331261,0.717404024,0.717404024,1.783988826
5738,55.751055,37.392596,4.124644141,8.367204154,4.124644141
5739,55.650667,37.376179,0.152449378,0.152449378,3.498141519
5740,55.85866,37.358342,2.817449111,2.82747362,2.817449111
5741,55.721948,37.344223,2.278642355,5.985376971,2.278642355
5742,55.722996,37.286811,0.087695866,6.07113486,0.087695866
5743,55.869176,37.555662,1.966948844,1.966948844,9.652460293
5744,55.755758,37.333554,1.871493883,8.752050866,1.871493883
5745,55.710876,37.325523,1.565016295,5.079354688,1.565016295
5746,55.851659,37.647586,3.40036578,3.40036578,6.144473023
5747,55.847133,37.666377,3.770728574,3.770728574,5.427374238
5748,55.689657,37.382914,3.343002917,3.343002917,3.755161386
5749,55.842918,37.462242,4.115642223,4.115642223,6.782462353
5750,55.780767,37.771053,1.432747422,9.201461485,1.432747422
5751,55.713714,37.735999,2.770471909,5.311588362,2.770471909
5752,55.73661,37.431066,5.59272941,7.185169122,5.59272941
5753,55.751942,37.797746,0.414093924,8.439787406,0.414093924
5754,55.736869,37.444689,6.112607903,7.206363104,6.112607903
5755,55.864591,37.716056,2.34213961,2.34213961,3.531533113
5756,55.868867,37.307341,0.871158059,1.992234329,0.871158059
5757,55.770178,37.638807,6.479495653,9.932040146,6.479495653
5758,55.787954,37.685407,4.701154777,8.613348936,4.701154777
5759,55.882559,37.68835,0.871817323,0.871817323,4.588844536
5760,55.818203,37.519907,6.138071839,6.138071839,8.983063784
5761,55.710544,37.741811,2.548675403,5.052187113,2.548675403
5762,55.885795,37.39142,0.60701529,0.60701529,4.079765839
5763,55.713446,37.570672,5.289657909,5.289657909,9.079651354
5764,55.889897,37.349504,0.271348436,0.271348436,2.480174934
5765,55.726405,37.756954,1.970790942,6.350093491,1.970790942
5766,55.829486,37.643424,5.214783416,5.214783416,6.303302524
5767,55.799683,37.531398,7.653564312,7.653564312,9.421581273
5768,55.855067,37.781143,1.047694644,3.12148898,1.047694644
5769,55.76997,37.614552,7.405110631,9.915019496,7.405110631
5770,55.854257,37.723377,3.187771318,3.187771318,3.252150419
5771,55.675418,37.738549,2.177824876,2.177824876,2.673159265
5772,55.672358,37.390529,1.927424931,1.927424931,4.045763656
5773,55.798645,37.634767,6.633669412,7.738503901,6.633669412
5774,55.848573,37.597076,3.652893306,3.652893306,8.072026622
5775,55.82357,37.465658,5.698889975,5.698889975,6.912823135
5776,55.892382,37.646178,0.068000769,0.068000769,6.198204868
5777,55.711788,37.544986,5.153983691,5.153983691,9.940124102
5778,55.717271,37.608623,5.60265784,5.60265784,7.63137207
5779,55.787436,37.537628,8.6557369,8.6557369,9.65932942
5780,55.707427,37.724424,3.212194992,4.797122856,3.212194992
5781,55.667798,37.695337,1.554279916,1.554279916,4.32220789
5782,55.828855,37.642044,5.266418176,5.266418176,6.355965838
5783,55.791977,37.354848,2.684111707,8.284146656,2.684111707
5784,55.722004,37.481693,5.989959453,5.989959453,7.524747941
5785,55.84532,37.762828,1.746628403,3.919086449,1.746628403
5786,55.665233,37.377277,1.344385845,1.344385845,3.540043199
5787,55.864999,37.28722,0.10330405,2.308752951,0.10330405
5788,55.840862,37.716694,3.507185871,4.2838848,3.507185871
5789,55.793956,37.733868,2.85179475,8.122204992,2.85179475
5790,55.854868,37.366875,3.137773159,3.137773159,3.143083933
5791,55.739668,37.686691,4.652154998,7.435405407,4.652154998
5792,55.864352,37.625461,2.361696992,2.361696992,6.988803322
5793,55.822453,37.799443,0.349333313,5.790294138,0.349333313
5794,55.742273,37.410737,4.816937743,7.648572679,4.816937743
5795,55.825626,37.685033,4.715427298,5.530647398,4.715427298
5796,55.780178,37.632678,6.713389457,9.249659382,6.713389457
5797,55.785913,37.653208,5.929927264,8.780364062,5.929927264
5798,55.798379,37.498365,7.760270694,7.760270694,8.160981827
5799,55.717775,37.694064,4.370787889,5.643900184,4.370787889
5800,55.832089,37.618517,5.001779804,5.001779804,7.253799009
5801,55.728098,37.361795,2.94922188,6.488631761,2.94922188
5802,55.791086,37.472138,7.160111738,8.357057228,7.160111738
5803,55.826044,37.729508,3.018180292,5.496442439,3.018180292
5804,55.862987,37.695843,2.473395006,2.473395006,4.302898009
5805,55.746024,37.512819,7.955517186,7.955517186,8.712572794
5806,55.74977,37.507934,8.262052543,8.262052543,8.526152296
5807,55.887197,37.650187,0.492289564,0.492289564,6.045214126
5808,55.709525,37.597141,4.968802295,4.968802295,8.069546103
5809,55.854859,37.633512,3.138509629,3.138509629,6.681562498
5810,55.789243,37.63561,6.601498996,8.507870005,6.601498996
5811,55.839108,37.303168,0.711908778,4.427414702,0.711908778
5812,55.890989,37.471115,0.181990025,0.181990025,7.121072195
5813,55.839075,37.550834,4.430115094,4.430115094,9.836705566
5814,55.856201,37.690923,3.028693706,3.028693706,4.49065417
5815,55.756103,37.628672,6.866265713,8.780282232,6.866265713
5816,55.652448,37.297438,0.298188692,0.298188692,0.493241541
5817,55.707949,37.512143,4.83983814,4.83983814,8.686775402
5818,55.727571,37.789627,0.723929752,6.445507326,0.723929752
5819,55.723735,37.382192,3.727608551,6.131607265,3.727608551
5820,55.8519,37.290729,0.237213882,3.380644739,0.237213882
5821,55.880782,37.798603,0.381389243,1.017229316,0.381389243
5822,55.66579,37.374035,1.389965181,1.389965181,3.416322574
5823,55.733889,37.329123,1.702398852,6.962509564,1.702398852
5824,55.789431,37.682306,4.819494585,8.492485956,4.819494585
5825,55.878122,37.524012,1.234897242,1.234897242,9.13971806
5826,55.677737,37.487641,2.367588755,2.367588755,7.751734455
5827,55.683822,37.491415,2.865524592,2.865524592,7.895757169
5828,55.8312,37.532246,5.074526715,5.074526715,9.453942498
5829,55.861991,37.436933,2.554897733,2.554897733,5.816624816
5830,55.703494,37.398018,4.331557537,4.47528528,4.331557537
5831,55.804101,37.327283,1.632181101,7.292039164,1.632181101
5832,55.72231,37.731424,2.945062242,6.014999448,2.945062242
5833,55.742241,37.496045,7.645954118,7.645954118,8.072446402
5834,55.746546,37.287182,0.101853901,7.998232471,0.101853901
5835,55.889004,37.531872,0.344422669,0.344422669,9.439669977
5836,55.678306,37.404047,2.414150052,2.414150052,4.561635158
5837,55.707354,37.372095,3.342288641,4.791149262,3.342288641
5838,55.850765,37.689854,3.473521842,3.473521842,4.531449157
5839,55.86518,37.308607,0.919470925,2.293941712,0.919470925
5840,55.715908,37.668493,5.346623824,5.491123486,5.346623824
5841,55.70638,37.447648,4.711446796,4.711446796,6.225528732
5842,55.757537,37.637851,6.515978355,8.897626519,6.515978355
5843,55.759809,37.737585,2.70994726,9.083544387,2.70994726
5844,55.813827,37.749912,2.239526488,6.496160125,2.239526488
5845,55.834545,37.734712,2.819586173,4.800805208,2.819586173
5846,55.857606,37.537635,2.91372249,2.91372249,9.659596553
5847,55.791472,37.70239,4.053052564,8.32547083,4.053052564
5848,55.790073,37.520123,8.439951066,8.439951066,8.991306737
5849,55.654395,37.743149,0.457511794,0.457511794,2.497614886
5850,55.849144,37.399367,3.606168349,3.606168349,4.383037834
5851,55.69815,37.493616,4.037985508,4.037985508,7.979751338
5852,55.748587,37.602571,7.862327413,8.165247597,7.862327413
5853,55.705725,37.70969,3.774471268,4.657848115,3.774471268
5854,55.732096,37.667856,5.370932904,6.815788289,5.370932904
5855,55.819821,37.580931,6.005670822,6.005670822,8.688149228
5856,55.881588,37.749348,0.951274298,0.951274298,2.261049755
5857,55.862685,37.773921,1.323299318,2.49810768,1.323299318
5858,55.82225,37.304916,0.778615642,5.806905638,0.778615642
5859,55.703099,37.62406,4.442962411,4.442962411,7.042268033
5860,55.790747,37.669751,5.298616252,8.384797614,5.298616252
5861,55.744108,37.594515,7.798730816,7.798730816,8.169759046
5862,55.813995,37.730599,2.976545745,6.482412677,2.976545745
5863,55.798004,37.585115,7.790956961,7.790956961,8.528480167
5864,55.714964,37.490223,5.413875921,5.413875921,7.850268278
5865,55.746751,37.668285,5.354561483,8.015007631,5.354561483
5866,55.806927,37.778225,1.159050839,7.060787451,1.159050839
5867,55.775341,37.730817,2.968226468,9.645471321,2.968226468
5868,55.888453,37.785179,0.389511025,0.389511025,0.893673533
5869,55.792924,37.79994,0.330366888,8.206653601,0.330366888
5870,55.868415,37.383776,2.02922151,2.02922151,3.788056876
5871,55.854514,37.513361,3.166740996,3.166740996,8.733256501
5872,55.835636,37.632801,4.711528626,4.711528626,6.708695553
5873,55.8709,37.674586,1.825873843,1.825873843,5.114103846
5874,55.696801,37.314734,1.153288404,3.927596774,1.153288404
5875,55.892651,37.436433,0.045988487,0.045988487,5.797543905
5876,55.77872,37.706421,3.899222262,9.368967591,3.899222262
5877,55.667168,37.295486,0.418749666,1.502726986,0.418749666
5878,55.783855,37.596639,8.088703338,8.948770299,8.088703338
5879,55.89034,37.508552,0.235097726,0.235097726,8.549736302
5880,55.676153,37.503971,2.23796996,2.23796996,8.374916998
5881,55.656578,37.796182,0.473779013,0.636146787,0.473779013
5882,55.815811,37.502527,6.333809311,6.333809311,8.319811328
5883,55.707352,37.589071,4.790985602,4.790985602,8.377512002
5884,55.843187,37.775891,1.24812053,4.09362994,1.24812053
5885,55.728761,37.54678,6.542885082,6.542885082,9.99141359
5886,55.891589,37.473745,0.132891997,0.132891997,7.221437785
5887,55.716177,37.76998,1.473695057,5.513135768,1.473695057
5888,55.804481,37.446603,6.185649629,7.260943746,6.185649629
5889,55.876435,37.287294,0.106128025,1.372944532,0.106128025
5890,55.847029,37.621378,3.779238899,3.779238899,7.144618038
5891,55.7455,37.593533,7.912638242,7.912638242,8.207233955
5892,55.672707,37.303134,0.710611276,1.955983618,0.710611276
5893,55.766146,37.790546,0.688859038,9.602101396,0.688859038
5894,55.764895,37.457328,6.594935163,9.499732007,6.594935163
5895,55.712707,37.617319,5.229185505,5.229185505,7.299516871
5896,55.650901,37.595188,0.171597609,0.171597609,8.14407614
5897,55.844216,37.299088,0.556208547,4.009426821,0.556208547
5898,55.833591,37.566966,4.878871073,4.878871073,9.221079064
5899,55.802786,37.609921,7.399645676,7.399645676,7.581838026
5900,55.74007,37.324985,1.544485235,7.468301085,1.544485235
5901,55.656687,37.377341,0.645066262,0.645066262,3.542485556
5902,55.748234,37.764213,1.69377428,8.136361591,1.69377428
5903,55.762327,37.343049,2.233840377,9.289592445,2.233840377
5904,55.654446,37.47431,0.461685126,0.461685126,7.242999214
5905,55.681479,37.344531,2.290396196,2.673796791,2.290396196
5906,55.721187,37.339302,2.090848032,5.923104305,2.090848032
5907,55.682902,37.807244,0.051632944,2.790240949,0.051632944
5908,55.759012,37.46512,6.892292075,9.018325839,6.892292075
5909,55.801827,37.438756,5.886193816,7.478120691,5.886193816
5910,55.727813,37.715947,3.535692752,6.465310197,3.535692752
5911,55.784523,37.475541,7.289976416,8.894107827,7.289976416
5912,55.76853,37.674677,5.11063112,9.797184228,5.11063112
5913,55.82675,37.774355,1.306737088,5.438670425,1.306737088
5914,55.717985,37.303016,0.706108181,5.661084494,0.706108181
5915,55.838521,37.529964,4.47544894,4.47544894,9.366857221
5916,55.777166,37.43701,5.819563276,9.496131485,5.819563276
5917,55.867461,37.380352,2.107287375,2.107287375,3.6573908
5918,55.801861,37.545067,7.47533847,7.47533847,9.94321521
5919,55.663534,37.782981,0.977553217,1.205356595,0.977553217
5920,55.764295,37.78768,0.798230818,9.450633978,0.798230818
5921,55.660443,37.373706,0.952419919,0.952419919,3.403767335
5922,55.875599,37.497461,1.441354451,1.441354451,8.126483541
5923,55.863602,37.464648,2.423069527,2.423069527,6.874279696
5924,55.687558,37.496761,3.171241648,3.171241648,8.099770266
5925,55.775114,37.589862,8.347326001,9.664046741,8.347326001
5926,55.735264,37.359108,2.846681066,7.075025879,2.846681066
5927,55.827224,37.440525,5.399882983,5.399882983,5.953702078
5928,55.702251,37.578168,4.373570531,4.373570531,8.79359034
5929,55.774348,37.611189,7.533448836,9.726728557,7.533448836
5930,55.715252,37.782661,0.989765,5.437442975,0.989765
5931,55.715596,37.396302,4.266071851,5.465592511,4.266071851
5932,55.68303,37.62936,2.800715195,2.800715195,6.84001038
5933,55.729674,37.666208,5.433823586,6.617595915,5.433823586
5934,55.885953,37.306604,0.594086142,0.594086142,0.843032796
5935,55.739183,37.578074,7.395717834,7.395717834,8.797177552
5936,55.653865,37.604929,0.414141869,0.414141869,7.772341838
5937,55.817013,37.408914,4.747368742,6.235449595,4.747368742
5938,55.692021,37.364936,3.069088161,3.536449149,3.069088161
5939,55.712019,37.527993,5.172886432,5.172886432,9.291640271
5940,55.660148,37.65826,0.928280055,0.928280055,5.737133742
5941,55.800172,37.612485,7.483991116,7.613549419,7.483991116
5942,55.74396,37.758756,1.90202334,7.786619969,1.90202334
5943,55.764804,37.543873,9.492285472,9.492285472,9.897649995
5944,55.666918,37.69927,1.482269475,1.482269475,4.172117447
5945,55.697369,37.57426,3.974076241,3.974076241,8.942726738
5946,55.705247,37.394438,4.194938216,4.618733353,4.194938216
5947,55.831289,37.745347,2.413735203,5.067243841,2.413735203
5948,55.874815,37.434646,1.505509208,1.505509208,5.72934873
5949,55.867855,37.547745,2.075046336,2.075046336,9.954587433
5950,55.882438,37.785519,0.880698514,0.881718758,0.880698514
5951,55.872544,37.678142,1.691345245,1.691345245,4.978400409
5952,55.885104,37.5368,0.663559853,0.663559853,9.627731432
5953,55.786495,37.424958,5.359637005,8.732738974,5.359637005
5954,55.865403,37.462607,2.275693612,2.275693612,6.796391418
5955,55.726311,37.721006,3.342632097,6.342401466,3.342632097
5956,55.836935,37.667501,4.605231395,4.605231395,5.38448035
5957,55.888527,37.613673,0.383455601,0.383455601,7.438654872
5958,55.746379,37.326063,1.585623679,7.984566853,1.585623679
5959,55.692992,37.560329,3.615906125,3.615906125,9.474359072
5960,55.842393,37.304191,0.750948321,4.158602997,0.750948321
5961,55.842335,37.714925,3.574694133,4.16334914,3.574694133
5962,55.847938,37.529668,3.704855386,3.704855386,9.355561322
5963,55.820655,37.797066,0.440043962,5.937424563,0.440043962
5964,55.802424,37.525535,7.429268153,7.429268153,9.197838514
5965,55.810348,37.287673,0.120591356,6.780846859,0.120591356
5966,55.688428,37.739518,2.63618046,3.242433789,2.63618046
5967,55.796493,37.65332,5.92565314,7.914602163,5.92565314
5968,55.666506,37.500827,1.448555495,1.448555495,8.254936232
5969,55.808736,37.545291,6.912756895,6.912756895,9.951763458
5970,55.835016,37.66082,4.762263255,4.762263255,5.639439479
5971,55.662684,37.56874,1.135801055,1.135801055,9.153379993
5972,55.656825,37.548503,0.656358808,0.656358808,9.925660772
5973,55.772012,37.457264,6.592492806,9.917883548,6.592492806
5974,55.760028,37.569147,9.101465167,9.101465167,9.137848131
5975,55.879753,37.51654,1.101432435,1.101432435,8.854572931
5976,55.805083,37.702437,4.051258958,7.211682058,4.051258958
5977,55.740169,37.690442,4.509010006,7.47640226,4.509010006
5978,55.886196,37.369605,0.574201441,0.574201441,3.247265705
5979,55.685294,37.772082,1.393478908,2.985978421,1.393478908
5980,55.763971,37.492812,7.949069233,9.424121043,7.949069233
5981,55.660786,37.644256,0.980487625,0.980487625,6.271551889
5982,55.655384,37.301695,0.53844171,0.53844171,0.655696415
5983,55.815841,37.677525,5.001946253,6.33135441,5.001946253
5984,55.723305,37.534597,6.096420345,6.096420345,9.54366094
5985,55.771159,37.695504,4.315834866,9.987684578,4.315834866
5986,55.71938,37.66104,5.631043878,5.775237409,5.631043878
5987,55.835572,37.53185,4.716765749,4.716765749,9.438830416
5988,55.755235,37.416717,5.045145435,8.709253751,5.045145435
5989,55.714557,37.476437,5.380571092,5.380571092,7.324169408
5990,55.686475,37.511695,3.082619707,3.082619707,8.669678906
5991,55.844997,37.325254,1.554750765,3.945517555,1.554750765
5992,55.869986,37.458211,1.900666506,1.900666506,6.628632051
5993,55.675951,37.653907,2.221440291,2.221440291,5.90325215
5994,55.658686,37.509426,0.808644526,0.808644526,8.583089734
5995,55.7896,37.551181,8.478656678,8.478656678,9.823463414
5996,55.83056,37.671475,5.126897946,5.126897946,5.232825272
5997,55.736578,37.445572,6.146304791,7.182550561,6.146304791
5998,55.75711,37.435289,5.753886782,8.862685089,5.753886782
5999,55.710578,37.292866,0.318765694,5.054969334,0.318765694
6000,55.88229,37.36278,0.893829605,0.893829605,2.986811275
6001,55.785481,37.423574,5.306821044,8.815714642,5.306821044
6002,55.86956,37.74236,1.935526106,1.935526106,2.527724563
6003,55.83857,37.645537,4.471439268,4.471439268,6.222666595
6004,55.778893,37.657233,5.776325932,9.354810993,5.776325932
6005,55.659951,37.472827,0.912159536,0.912159536,7.186405233
6006,55.815547,37.449005,6.277314324,6.355412444,6.277314324
6007,55.706312,37.422017,4.705882353,4.705882353,5.247403088
6008,55.680363,37.425304,2.582474459,2.582474459,5.372840995
6009,55.692376,37.598931,3.565498816,3.565498816,8.001236443
6010,55.846887,37.748103,2.308561223,3.790858765,2.308561223
6011,55.855338,37.413134,3.099313037,3.099313037,4.908411629
6012,55.877266,37.782482,0.996595966,1.304943762,0.996595966
6013,55.671125,37.645035,1.826528483,1.826528483,6.24182383
6014,55.822791,37.79782,0.411269949,5.762635582,0.411269949
6015,55.787864,37.715367,3.557826608,8.62071364,3.557826608
6016,55.742418,37.380674,3.669678906,7.660438036,3.669678906
6017,55.839563,37.382349,3.733599957,4.390182031,3.733599957
6018,55.802328,37.331839,1.806046359,7.437123838,1.806046359
6019,55.751381,37.634958,6.626380504,8.393880749,6.626380504
6020,55.856795,37.457147,2.980086658,2.980086658,6.588027873
6021,55.808318,37.502388,6.946961855,6.946961855,8.314506835
6022,55.773044,37.667567,5.38196167,9.833434939,5.38196167
6023,55.799549,37.471609,7.139924134,7.664529539,7.139924134
6024,55.761031,37.542684,9.183540704,9.183540704,9.852275589
6025,55.724081,37.764991,1.664084383,6.159920461,1.664084383
6026,55.660208,37.552689,0.933189858,0.933189858,9.765915388
6027,55.835071,37.753473,2.103632242,4.757762603,2.103632242
6028,55.722082,37.58957,5.996342197,5.996342197,8.358469253
6029,55.759005,37.407475,4.692453881,9.017753029,4.692453881
6030,55.776652,37.498723,8.174643759,9.538192129,8.174643759
6031,55.699222,37.341744,2.1840392,4.125707318,2.1840392
6032,55.892566,37.702345,0.052944041,0.052944041,4.054769846
6033,55.816245,37.649669,6.064981949,6.298295071,6.064981949
6034,55.692759,37.601077,3.596839724,3.596839724,7.919341174
6035,55.875589,37.597824,1.442172751,1.442172751,8.043481579
6036,55.767647,37.738135,2.688958259,9.724928296,2.688958259
6037,55.798698,37.792786,0.603376558,7.734166909,0.603376558
6038,55.781728,37.494937,8.030163104,9.122822809,8.030163104
6039,55.714944,37.291882,0.281214462,5.41223932,0.281214462
6040,55.669071,37.309416,0.950343838,1.658449566,0.950343838
6041,55.804831,37.783732,0.948893689,7.232303229,0.948893689
6042,55.704704,37.367434,3.164416391,4.574299637,3.164416391
6043,55.774096,37.698727,4.192839316,9.747349729,4.192839316
6044,55.768375,37.8036,0.190694621,9.784500571,0.190694621
6045,55.752712,37.419227,5.140931606,8.502796542,5.140931606
6046,55.716262,37.697316,4.246685646,5.520091322,4.246685646
6047,55.667199,37.574882,1.505263718,1.505263718,8.918990086
6048,55.695484,37.406119,3.819826602,3.819826602,4.640706452
6049,55.738631,37.681834,4.837506965,7.350547648,4.837506965
6050,55.755346,37.534554,8.718336886,8.718336886,9.542019982
6051,55.821006,37.58892,5.908702216,5.908702216,8.383274437
6052,55.703532,37.478651,4.478394822,4.478394822,7.408659681
6053,55.689364,37.352754,2.604200853,3.319026713,2.604200853
6054,55.759883,37.484738,7.640950687,9.08959981,7.640950687
6055,55.833437,37.304421,0.75972554,4.8914729,0.75972554
6056,55.674311,37.692298,2.087239013,2.087239013,4.438181666
6057,55.737755,37.590917,7.278864526,7.278864526,8.30706528
6058,55.827445,37.589652,5.381798543,5.381798543,8.355339984
6059,55.778119,37.791299,0.660123186,9.41814745,0.660123186
6060,55.6765,37.369007,2.266364987,2.266364987,3.224444936
6061,55.709851,37.640362,4.99547889,4.99547889,6.420154021
6062,55.678024,37.38969,2.391073978,2.391073978,4.013745888
6063,55.791702,37.743266,2.493149953,8.306649919,2.493149953
6064,55.86021,37.314371,1.139435663,2.700637047,1.139435663
6065,55.881481,37.765564,0.960030113,0.960030113,1.64221766
6066,55.857567,37.697863,2.916913862,2.916913862,4.22581113
6067,55.736083,37.670147,5.283504171,7.142044687,5.283504171
6068,55.713555,37.758772,1.901412751,5.298577385,1.901412751
6069,55.872573,37.298233,0.523580189,1.688972174,0.523580189
6070,55.668738,37.545774,1.63120016,1.63120016,9.970195617
6071,55.879529,37.355634,1.119762366,1.119762366,2.714106899
6072,55.794383,37.620319,7.185031407,8.087263562,7.185031407
6073,55.827092,37.65589,5.410684549,5.410684549,5.827577259
6074,55.797134,37.497186,7.862149103,7.862149103,8.11598904
6075,55.860395,37.739143,2.650491143,2.685498488,2.650491143
6076,55.696844,37.591923,3.931115466,3.931115466,8.268674487
6077,55.775784,37.537581,9.60922061,9.60922061,9.657535815
6078,55.669344,37.62271,1.680789169,1.680789169,7.093786492
6079,55.870416,37.328409,1.675151312,1.865479585,1.675151312
6080,55.846198,37.534928,3.847239668,3.847239668,9.556292503
6081,55.880804,37.652022,1.015429055,1.015429055,5.975187184
6082,55.869454,37.704835,1.944200091,1.944200091,3.959746911
6083,55.747404,37.761926,1.781050366,8.068442651,1.781050366
6084,55.72357,37.305207,0.789720732,6.118105307,0.789720732
6085,55.889912,37.418141,0.270120986,0.270120986,5.099487868
6086,55.783248,37.737013,2.731775822,8.998441138,2.731775822
6087,55.827366,37.299781,0.582654689,5.388263116,0.582654689
6088,55.730859,37.761756,1.787537876,6.714564521,1.787537876
6089,55.742041,37.388344,3.962380076,7.629588108,3.962380076
6090,55.664826,37.305492,0.800596851,1.311081016,0.800596851
6091,55.878881,37.39284,1.172788236,1.172788236,4.133955625
6092,55.815687,37.412437,4.881812839,6.343956237,4.881812839
6093,55.803629,37.586595,7.330662946,7.330662946,8.472000672
6094,55.726515,37.285376,0.032933652,6.359094796,0.032933652
6095,55.837416,37.731237,2.952198503,4.565871142,2.952198503
6096,55.655151,37.456961,0.519375309,0.519375309,6.580929775
6097,55.734265,37.749145,2.268796605,6.993277662,2.268796605
6098,55.674325,37.387597,2.088384634,2.088384634,3.933873196
6099,55.784027,37.306191,0.827271964,8.934695531,0.827271964
6100,55.77144,37.638542,6.489608536,9.964690335,6.489608536
6101,55.770109,37.437594,5.84184978,9.926393873,5.84184978
6102,55.727841,37.730083,2.996237244,6.467601439,2.996237244
6103,55.67537,37.341947,2.173897033,2.173897033,2.19178605
6104,55.841949,37.390647,4.050266751,4.194935538,4.050266751
6105,55.649408,37.753644,0.049425348,0.049425348,2.097106571
6106,55.699149,37.295681,0.426191221,4.119733725,0.426191221
6107,55.883557,37.766304,0.790150936,0.790150936,1.613977912
6108,55.668053,37.641119,1.575146578,1.575146578,6.391265522
6109,55.780329,37.48501,7.651330703,9.237303045,7.651330703
6110,55.714975,37.346864,2.379427725,5.414776052,2.379427725
6111,55.721898,37.4913,5.981285468,5.981285468,7.891368559
6112,55.720674,37.449633,5.88112549,5.88112549,6.301279947
6113,55.705599,37.728587,3.053327329,4.647537529,3.053327329
6114,55.690936,37.529227,3.447663548,3.447663548,9.338731959
6115,55.713482,37.665276,5.292603791,5.292603791,5.469390403
6116,55.891276,37.467972,0.158504801,0.158504801,7.00112959
6117,55.843283,37.357007,2.76650308,4.085774255,2.76650308
6118,55.796135,37.570188,7.94389732,7.94389732,9.098121675
6119,55.759078,37.362463,2.974713977,9.023726622,2.974713977
6120,55.733759,37.336824,1.996283039,6.951871658,1.996283039
6121,55.649109,37.603832,0.024958164,0.024958164,7.814205356
6122,55.779629,37.524221,9.147693881,9.294584078,9.147693881
6123,55.788018,37.493995,7.994214668,8.608111813,7.994214668
6124,55.81911,37.487755,6.063851986,6.063851986,7.756084902
6125,55.866626,37.763475,1.721937705,2.175615464,1.721937705
6126,55.880325,37.286985,0.094336022,1.054625648,0.094336022
6127,55.848177,37.523303,3.685298005,3.685298005,9.112661329
6128,55.789945,37.615629,7.364010349,8.450425312,7.364010349
6129,55.755633,37.410602,4.811785897,8.74182211,4.811785897
6130,55.658676,37.738275,0.807826226,0.807826226,2.683615604
6131,55.84888,37.413745,3.627771481,3.627771481,4.931728502
6132,55.721207,37.758476,1.91270865,5.924740906,1.91270865
6133,55.655052,37.452974,0.511274135,0.511274135,6.428778593
6134,55.853852,37.799414,0.350440006,3.220912487,0.350440006
6135,55.784148,37.347739,2.412819319,8.924794095,2.412819319
6136,55.721791,37.739841,2.623854191,5.972529653,2.623854191
6137,55.847366,37.668958,3.751662173,3.751662173,5.328878577
6138,55.857292,37.561255,2.939417125,2.939417125,9.439021226
6139,55.777461,37.552274,9.471991621,9.471991621,9.781752543
6140,55.759343,37.39344,4.156852718,9.045411585,4.156852718
6141,55.868869,37.695639,1.992070668,1.992070668,4.31068302
6142,55.809851,37.428259,5.485609177,6.821516393,5.485609177
6143,55.88118,37.593582,0.984660958,0.984660958,8.205364026
6144,55.779663,37.520868,9.019737294,9.291801857,9.019737294
6145,55.77005,37.757347,1.955793346,9.9215659,1.955793346
6146,55.829621,37.429762,5.20373636,5.20373636,5.542966395
6147,55.79593,37.679156,4.939704322,7.960672479,4.939704322
6148,55.792427,37.301448,0.646270445,8.247323135,0.646270445
6149,55.665167,37.726995,1.338985062,1.338985062,3.114080949
6150,55.675504,37.597819,2.18486226,2.18486226,8.043672388
6151,55.668408,37.510097,1.604196245,1.604196245,8.608696316
6152,55.763144,37.421132,5.213629876,9.356447594,5.213629876
6153,55.713654,37.512903,5.306678559,5.306678559,8.715778387
6154,55.80039,37.381935,3.717800963,7.595710469,3.717800963
